url,id,prediction,actual,themse,moves,probability,
https://lichess.org/2unJkMzX#83,0MuEj,FALSE,TRUE,advancedPawn crushing endgame knightEndgame promotion quietMove sacrifice veryLong,e6 fxe6 e5 Ka1 h4 Ne4 Kxe6 Nf2 Nxf2 b2 Ne4 b1=Q,0.02,
https://lichess.org/zMx726qP#71,0OBvS,TRUE,FALSE,doubleCheck endgame long mate mateIn3,Kh1 Nf2+ Kg1 Nh3+ Kh1 Qg1#,0.97101232,0
https://lichess.org/lxlzquSm/black#48,0Q0zg,FALSE,TRUE,crushing long middlegame sacrifice,N6d4 Qg5 Nxf3+ Bxf3 Qxe3 Qxe3,0.09,
https://lichess.org/2VXAH3cx/black#30,0bMMS,FALSE,TRUE,mate mateIn4 middlegame pin queensideAttack sacrifice veryLong,Bc6 Bg4+ f5 Bxf5+ Bd7 Qxd7+ Rxd7 Re8#,0,1-move sacrafice?
https://lichess.org/tBclBAVQ/black#86,0iBNJ,FALSE,TRUE,crushing defensiveMove endgame long sacrifice,Rf6 Rb5+ Kc6 Rxb3 axb3 Kd2,0.06,
https://lichess.org/lQICE640#49,0jxtY,FALSE,TRUE,crushing kingsideAttack master middlegame sacrifice veryLong,Rd2 Qe3+ Kh1 Qxf4 Qxe8+ Rxe8 Rxf4 Re1+,0,
https://lichess.org/wB5SVuSt/black#100,0mXFA,FALSE,TRUE,advancedPawn bishopEndgame crushing endgame quietMove sacrifice veryLong,Kxe5 h5 d3 Ke1 Ke6 h6 Kxe7 h7,0.05,
https://lichess.org/uyPbYTsw#53,0nu8i,FALSE,TRUE,advantage middlegame quietMove sacrifice veryLong,h3 Rxf2+ Kg3 Raf8 Bg6 R8f6 hxg4 Bd6+,0.04,
https://lichess.org/lciMiv9u/black#58,10aS8,FALSE,TRUE,attraction clearance exposedKing mate mateIn4 middlegame pin sacrifice veryLong,Ne5 Qa7+ Bb7 Rc5+ Nc6 Rxc6+ Kxc6 Qc5#,0.08,
https://lichess.org/53ZAaf8L#19,11fS9,FALSE,TRUE,advantage long opening sacrifice,Qa6 Bxb4 Qxb7 Rb8 Qxb4 Rxb4,0.08,
https://lichess.org/icTx1xOP#45,16C7J,FALSE,TRUE,crushing middlegame pin quietMove sacrifice veryLong,Bc2 Rg6 Bxg6 Qxg6 g3 Qf5 Re3 fxe3,0.09,
https://lichess.org/y8C0ZDQM/black#58,1AXMc,FALSE,TRUE,advantage middlegame sacrifice veryLong,h5 Rxg6+ Qxg6 exd5 Rxe1+ Kh2 Re4 f3 Re7 Bxg6,0.09,
https://lichess.org/rlZvkI83/black#44,1G0On,FALSE,TRUE,clearance crushing middlegame sacrifice veryLong,Be5 Be8 h6 Rf8+ Kh7 Qc4 Bxe8 Qg8+,0.02,
https://lichess.org/vXvVbCna/black#34,1InM2,FALSE,TRUE,advantage defensiveMove long middlegame sacrifice,Nxc3 bxc3 Qxb1 Bb3 Qe4 Qd2,0.08,
https://lichess.org/JyBidYen#71,1KtXQ,FALSE,TRUE,crushing defensiveMove endgame intermezzo quietMove sacrifice veryLong,Qxa6 Qh4 Qb7+ Kh6 Qe4 Qh1+ Kf2 Rf5+ Qxf5 Qh4+ Ke2 gxf5,0.05,
https://lichess.org/aR3yhuLG#47,1O0If,FALSE,TRUE,advantage kingsideAttack middlegame pin sacrifice veryLong,Rf3 Rxe3 Rxe3 Rxe3 Qxe3 Bxd4 Qxd4 Qxd4+,0.06,
https://lichess.org/oKCCI2aB#69,1kzgs,TRUE,FALSE,long mate mateIn3 middlegame,Qxf3 Rxh4+ gxh4 Rxh4+ Qh3 Rxh3#,0.96,1-move sacrafice?
https://lichess.org/b6uJqZkn/black#54,1ofCs,TRUE,FALSE,crushing kingsideAttack long middlegame,Rf8 Rxg6+ hxg6 Qxg6+ Kh8 Qxh6+,0.931666667,
https://lichess.org/WgFDD33S#57,1wHQj,TRUE,FALSE,backRankMate endgame long mate mateIn3,Qxe4 Qxf2+ Kh1 Qf1+ Rxf1 Rxf1#,1,
https://lichess.org/kmRnnQT9/black#48,2bId4,TRUE,FALSE,kingsideAttack long mate mateIn3 middlegame,Bxd4 Rxg6+ fxg6 Qxg6+ Bg7 Qxg7#,0.97,
https://lichess.org/Fd0zJyyY#53,3yjTB,TRUE,FALSE,attraction long mate mateIn3 middlegame,Nxf6 Rxg2+ Rxg2 Qxh3+ Kg1 Qxg2#,0.98,
https://lichess.org/JlD5eOXY/black#62,4AdSy,TRUE,FALSE,attraction kingsideAttack long mate mateIn3 middlegame,Nxf3 Rxg7+ Kxg7 Qxh6+ Kg8 Qh7#,0.92,
https://lichess.org/9ih5k8hc#51,51U9i,TRUE,FALSE,backRankMate endgame long mate mateIn3,Qxd5 Qxf2+ Kh1 Qf1+ Rxf1 Rxf1#,0.917635677,
https://lichess.org/SC13uESf/black#46,5uk2W,TRUE,FALSE,attraction exposedKing kingsideAttack long mate mateIn3 middlegame pin,Ne3 Rxg7+ Kxg7 Qg6+ Kh8 Qh7#,0.99,
https://lichess.org/BjM4kMLm/black#70,6h07P,TRUE,FALSE,advantage attraction endgame exposedKing veryLong,d2 Rxg7+ Kxg7 Qxh6+ Kg8 Rg6+ Qxg6 Qxg6+,0.93,
https://lichess.org/0eJVq8aW/black#38,78nZX,TRUE,FALSE,attraction kingsideAttack long mate mateIn3 middlegame,Qf8 Qxf8+ Kxf8 Bh6+ Kg8 Re8#,0.96,
https://lichess.org/aOqRFuwc#63,84IEY,TRUE,FALSE,advantage attraction defensiveMove exposedKing middlegame veryLong,Rd5 Rxh3+ Kxh3 Qe3+ Kh2 Qg3+ Kg1 Re8,0.97,
https://lichess.org/Uc2VE926/black#40,9H5mO,TRUE,FALSE,deflection discoveredAttack long mate mateIn3 middlegame,Kh7 Qg6+ Kh8 Rxh6+ gxh6 Qxh6#,0.97,
https://lichess.org/TO9SNcJa/black#52,9sekq,TRUE,FALSE,advantage attraction exposedKing long middlegame,Be6 Rxh6+ Kxh6 Rh4+ Kg7 Qh5,0.91,
https://lichess.org/weMcN9Po#55,AQ6EX,TRUE,FALSE,kingsideAttack long mate mateIn3 middlegame,Bxg4 Qxf2+ Rxf2 Re1+ Rf1 Rexf1#,1,
https://lichess.org/tKJ355dT/black#50,Aim4y,TRUE,FALSE,attraction crushing fork long middlegame,h5 Rxd7 Rxd7 Qc8+ Kh7 Qxd7,0.91,
https://lichess.org/nynB4FrR/black#82,BWRH6,TRUE,FALSE,attraction crushing endgame fork long,Re7 Rh8+ Kxh8 Nxg6+ Kg8 Nxe7+,0.91,
https://lichess.org/y5JTKRkK/black#66,BXztb,TRUE,FALSE,advantage attraction endgame exposedKing long skewer,Rb8 Rxd6+ Kxd6 Bf4+ Kc6 Bxb8,0.92,
https://lichess.org/1JhlloLM#71,BYnP6,TRUE,FALSE,backRankMate long mate mateIn3 middlegame,Rd1 Qxf2+ Kh1 Qf1+ Rxf1 Rxf1#,0.972405071,
https://lichess.org/VR1hx0SU/black#56,DgZOk,TRUE,FALSE,long mate mateIn3 middlegame,Kh7 Rxg7+ Rxg7 Qxh6+ Kg8 Qh8#,1,
