url,id,prediction,actual,themse,moves,probability,
https://lichess.org/uI5wnqnW/black#34,0Nmlj,FALSE,TRUE,advantage defensiveMove discoveredAttack long middlegame,cxd5 Bxb6 Qxb6 Qxe7 Rfe8 Qa3,0.03,
https://lichess.org/jw4NgcGp/black#76,0WhJH,FALSE,TRUE,crushing discoveredAttack endgame veryLong,Qa5 Rxb7+ Rxb7 Rxb7+ Ka8 Rxb6+ Ka7 Rb7+,0.07,
https://lichess.org/dUNf4EUa#45,0auE4,FALSE,TRUE,crushing discoveredAttack long middlegame,exf5 Re1+ Kg2 Qxc4 Rxc4 Rxb1,0.02,
https://lichess.org/Gotv4zYS#69,0dfT1,FALSE,TRUE,advancedPawn advantage discoveredAttack endgame interference veryLong,Bxf8 b2 Rb1 Rc1 Rxb2 Rxd1 Kf1 Nd3+ Ke2 Nxb2,0.01,
https://lichess.org/wYo5MpXp#49,0ih1Y,FALSE,TRUE,advantage discoveredAttack kingsideAttack long middlegame,Qxd5 Qxf2+ Kh1 Bxe5 Qxe4 Bxg3,0.05,
https://lichess.org/NSYQOIXl/black#62,0oih9,FALSE,TRUE,advantage deflection discoveredAttack middlegame pin veryLong,Bd4+ cxd4 Nxd4 Qd5+ Kc7 Qxc5+ Nc6 Rxd8,0.02,0
https://lichess.org/sgwDjEsx/black#72,0tM4C,FALSE,TRUE,crushing discoveredAttack endgame long quietMove,Qh5 Rh3 Rfg7 hxg5 Rxg5 Rxh5,0.04,
https://lichess.org/fs9CSLvC/black#54,0uA4e,FALSE,TRUE,backRankMate deflection discoveredAttack mate mateIn5 middlegame sacrifice veryLong,Rae8 Qxf7+ Rxf7 Rxe8+ Rf8 d6+ Be6 Bxe6+ Kh8 Rxf8#,0.09,1
https://lichess.org/ZZz75fWc#33,15Hq5,FALSE,TRUE,discoveredAttack equality long middlegame,g3 Bf5 Qe2 Bxc2 Qxc2 Rxf3,0.05,
https://lichess.org/IAHx1P43#45,1BUCQ,FALSE,TRUE,crushing discoveredAttack long middlegame,Ne5 Qb2+ Qf2 Nc2 Kg1 Qxe5,0.08,
https://lichess.org/2FmcgtpN/black#72,1F20U,FALSE,TRUE,deflection discoveredAttack endgame long mate mateIn3 sacrifice skewer,Qxd7 Qxb7+ Qxb7 Rxd8+ Qb8 Rbxb8#,0.07,
https://lichess.org/3mfxxjp8/black#96,1Hhf4,FALSE,TRUE,advancedPawn discoveredAttack endgame exposedKing fork long mate mateIn3 promotion rookEndgame,c2 h7+ Kh8 g7+ Kxh7 gxf8=Q#,0.05,
https://lichess.org/FtOx0fwD#67,1KkS9,FALSE,TRUE,advantage attraction discoveredAttack fork middlegame veryLong,Rxa6 Rxf3+ Kxf3 Qe3+ Qxe3 fxe3+ Rf6 Rxf6+,0.08,
https://lichess.org/6RuBeKXS#23,1QX8C,FALSE,TRUE,advantage attackingF2F7 discoveredAttack long middlegame,Bxd5 Qxf2+ Kd1 Qf1+ Kc2 Bd4+,0.02,
https://lichess.org/t6OuRFcc#29,AqTSv,TRUE,FALSE,advantage long middlegame,Bxd5 Nxd5 exd5 Bxh4 Nxh4 Qxh4,0.92,0
