url,id,prediction,actual,themse,moves,probability,manual
https://lichess.org/zuTJusSV/black#48,05PwN,FALSE,FALSE,advantage long middlegame,Qf2 Qxd5+ Kh8 Nxe4 Bxb2 Nxf2,0.11,
https://lichess.org/jYFrol0u#51,05iL1,FALSE,FALSE,advantage endgame pin veryLong,Qxf7 Qxh3 g3 Rh5 Qxh5 Qxh5 axb6 cxb6,0.12,
https://lichess.org/TN8KeL99/black#32,05jJv,FALSE,FALSE,advantage exposedKing fork long middlegame,Bxb5+ Qxb5+ c6 Qh5+ g6 Qxg4,0.21,
https://lichess.org/17MtAFTG/black#48,05keZ,FALSE,TRUE,advantage hangingPiece long middlegame,Rd2 Qxc6 Qh4 Qf6+ Qxf6 Rxf6,0.29,
https://lichess.org/i3qWCOHZ#103,05lEx,FALSE,TRUE,crushing endgame hangingPiece rookEndgame skewer veryLong,Kh5 Kxe5 h7 Ke6 Kh6 Kf7 h8=Q Rh1+ Kg5 Rxh8,0.26,
https://lichess.org/ndRcjMd6#61,05vmV,FALSE,FALSE,crushing discoveredAttack fork long master middlegame,Rxf7+ Kxf7 Qxb2 Nf3+ Bxf3 Qxb2,0.18,
https://lichess.org/xcxN3kfc#39,069DC,FALSE,FALSE,advantage kingsideAttack long middlegame,Rxd1 Qxd1+ Kh2 Qxh1+ Kxh1 Nxb4,0.26,
https://lichess.org/wb1hlG6a/black#58,06DUu,FALSE,FALSE,advantage defensiveMove long middlegame,Rxb2+ Bxb2 Qd3+ Ka1 c3 Bc1,0.2,
https://lichess.org/7AvUixJL#15,06wNe,FALSE,FALSE,crushing long opening,Be3 exd4 Bxf7+ Qxf7 Qxf7+ Kxf7,0.2,
https://lichess.org/BM9YqfUa/black#52,06xLG,TRUE,TRUE,crushing hangingPiece long middlegame,Nh5 Qxh8+ Ke7 Bf6+ Nxf6 Qxh2,0.87,
https://lichess.org/iBCd0Lg3#51,0741q,FALSE,FALSE,advantage middlegame veryLong,Qb3+ Rxb3 Rxf8+ Kh7 Be4+ Ng6 R8f3 Qh4,0.14,
https://lichess.org/O760T02s/black#24,07A1y,FALSE,FALSE,advantage fork middlegame veryLong,Rxd4 Qxd4 Bxf3+ gxf3 Qxd4 exd4 Re8+ Kd3,0.12,
https://lichess.org/wdWOJdOk/black#54,07Ntp,TRUE,TRUE,advantage defensiveMove endgame hangingPiece long,Rh4 Rxh4 Qd3+ Ke1 Re8+ Be3,0.84,
https://lichess.org/uHOCiDpF/black#56,07R61,TRUE,TRUE,crushing fork hangingPiece long middlegame quietMove,Kd8 Qxd6+ Nd7 Rd1 Rxg2+ Kh1,0.78,
https://lichess.org/nchD9Uwk#15,07irA,FALSE,TRUE,advantage hangingPiece long opening,Nxe4 Nxe4 Qc4+ Qd5 Qxd5+ cxd5,0.22,
https://lichess.org/k0pD9JCi#43,07quM,FALSE,TRUE,crushing hangingPiece intermezzo long middlegame,Rxd7 Qxf4+ Kb1 Rxd7 Rxd7 Kxd7,0.21,
https://lichess.org/3gQVxxOZ#33,08e3s,TRUE,TRUE,advantage hangingPiece long middlegame,Rg1 Qxg1+ Bf1 Qxg5 Qxg5 Bxg5,0.73,
https://lichess.org/nDuW6ah7#57,09BH9,TRUE,TRUE,backRankMate endgame hangingPiece long mate mateIn3,Qxa4 Qxa1+ Bc1 Qxc1+ Qd1+ Qxd1#,0.66,
https://lichess.org/1kuldDIi/black#50,09bY8,TRUE,TRUE,advantage hangingPiece long middlegame,Qxe4 Rxe4 Rd1+ Kxg2 Bf3+ Kxf3,0.79,
https://lichess.org/JXDiCYin/black#96,0AK7p,FALSE,TRUE,advantage endgame hangingPiece long,Qd1+ Rxd1 b1=Q Rxb1 Rxb1+ Kh2,0.12,
https://lichess.org/luDxI0RK#49,0AkKC,TRUE,TRUE,advantage hangingPiece long middlegame,Rxh7+ Kxh7 Qb3 Qxb3 axb3 Bxe7,0.79,
https://lichess.org/rsrTomeg#23,0BfDy,TRUE,TRUE,advantage hangingPiece long opening,Nxf7 Nxc4 Nxh6+ gxh6 Rxf8+ Kxf8,0.67,
https://lichess.org/4eOYxuCK#59,0Bm5H,FALSE,TRUE,backRankMate endgame fork hangingPiece long mate mateIn3,Qxc4 Rxd1+ Be1 Rxe1+ Qf1 Rxf1#,0.4,
https://lichess.org/o1H5ic1D#25,0C7U8,TRUE,TRUE,advantage hangingPiece long middlegame,Qxh8 Qxf4+ Kb1 Qf3 Bg2 Qxg2,0.67,
https://lichess.org/yKBc2SxM/black#74,0COIq,TRUE,TRUE,crushing hangingPiece long middlegame,Bxf5 Qxf8+ Kh7 Qxf5+ Qxf5 gxf5,0.76,
https://lichess.org/fq94q1My/black#50,0H24t,FALSE,TRUE,advantage defensiveMove hangingPiece long middlegame,Rf2+ Bxf2 Nxf6 exf6 Qxg5 Nxg5,0.08,
https://lichess.org/st4pnYD2#45,0I3M7,FALSE,TRUE,defensiveMove equality hangingPiece long middlegame trappedPiece,Qxh6 exd5 Nf5 gxf5 Nf4 f6,0.08,
https://lichess.org/YwXz5l7i#83,0MO1L,FALSE,TRUE,crushing fork hangingPiece long middlegame,Nxc8 Nxe3 Qe4 Qxe4 Nxe4 Nxd1,0.08,
https://lichess.org/B4qCDv55#27,0WQDx,FALSE,TRUE,advantage hangingPiece long opening,Ne3 gxf6 Nf4 exf4 Qxf3 fxe3,0.06,
https://lichess.org/9KKIQVEJ#47,0YMIp,FALSE,TRUE,advantage exposedKing hangingPiece kingsideAttack middlegame veryLong,exf4 Qxg3+ Bg2 Qe3+ Kf1 Qxf4+ Kg1 Qe3+,0.08,
https://lichess.org/5ccPQP6v#55,0cbIu,FALSE,TRUE,advantage hangingPiece long middlegame,Ne7+ Rxe7 Bxc6 bxc6 d4 Bf6,0.07,
https://lichess.org/mNKbaL9C#121,0z8LV,FALSE,TRUE,crushing defensiveMove endgame hangingPiece long,Qf5+ gxf5 Kf3 Bd6 g4 f4,0.09,
https://lichess.org/43QqY6Ga/black#28,0zpzO,FALSE,TRUE,crushing hangingPiece long middlegame,hxg1=Q Rdxg1 Qxh1 Rxh1 Rxh1+ Qxh1,0.08,
https://lichess.org/aXBHXgRC#49,16q8g,FALSE,TRUE,advantage hangingPiece long middlegame,Qxb8 Rxb8 Rxf7 Bxd1 Rf5+ Bxb3,0.09,
https://lichess.org/teGBwdMn#73,1X3rQ,FALSE,TRUE,hangingPiece intermezzo long mate mateIn3 middlegame,Bxg3 Rxf1+ Kxh2 fxg3+ Kxh3 Rh1#,0.01,1
https://lichess.org/z2rIjf8L#87,1XoS1,FALSE,TRUE,advancedPawn crushing endgame hangingPiece promotion quietMove veryLong,Nxc7 Kxc7 Kg3 a5 Kf4 a4 Ke5 a3 Kf6 a2 e7 a1=Q+ Kf7 Qa2+ Kf8 Qa3,0.01,
https://lichess.org/ruKGjFls#27,1aYbj,FALSE,TRUE,advantage hangingPiece long middlegame,Nxd5 exd5 Bxb4 Qxb4 Rxc8 Rxc8,0.07,
https://lichess.org/CyIuvT2x/black#32,1omKq,FALSE,TRUE,crushing fork hangingPiece long middlegame,Qxe7 Qxf5+ Qf6 Nd7+ Ke7 Nxf6,0.09,
https://lichess.org/JFlgmkWN/black#42,1uREu,FALSE,TRUE,advantage defensiveMove hangingPiece long middlegame,Rxe8 cxd4 Qxc2 Bxc2 Re2 Rd1,0.04,
https://lichess.org/HN7GUvBj#29,2AhDl,FALSE,TRUE,backRankMate hangingPiece mate mateIn4 middlegame veryLong,Kf1 Bxb5+ c4 Bxc4+ d3 Bxd3+ Kg1 Re1#,0.07,
https://lichess.org/f3kTx5a2#25,2OhL4,FALSE,TRUE,crushing hangingPiece kingsideAttack long middlegame,f4 Qxe3+ Kh1 Nxd3 Bxd3 Qxd3,0.08,
https://lichess.org/itwMNEMi#51,2Ue35,FALSE,TRUE,advantage hangingPiece long middlegame,Rxe4 dxe4 Nxg6 Qxf6 Qxf6 Rxf6,0.05,
https://lichess.org/VRRhm445/black#64,2WNxp,FALSE,TRUE,advantage defensiveMove hangingPiece long middlegame,Nf6 Bxb7 Rxd1 Rxd1 Qxb3 Rg1,0.09,
https://lichess.org/k3KX2jKg#11,8o6nv,TRUE,FALSE,advantage long opening,Nxf7 Qxe4+ Qe2 Qxe2+ Kxe2 Kxf7,0.98,1
