url,id,prediction,actual,themse,moves,probability,
https://lichess.org/iIhKzWva#47,01Tpw,FALSE,FALSE,advancedPawn advantage long middlegame,Ka1 b2+ Ka2 Bxd1 Rxd1 c2,0.23,
https://lichess.org/pTPf5wbm/black#42,01VBW,FALSE,FALSE,crushing doubleCheck fork long middlegame,Bxd4 Ng6+ Kxh7 Nxf8+ Kg8 Nxd7,0.16,
https://lichess.org/90JQSZJo/black#66,01Vce,FALSE,FALSE,long mate mateIn3 middlegame pin,Kh4 Be1+ Qg3 Qg5+ Kh3 Qxg3#,0.22,
https://lichess.org/2ku2FXte#55,01iy8,FALSE,FALSE,long mate mateIn3 middlegame,Rb3 Bf3 Rg1 Bxg2+ Rxg2 Qxg2#,0.14,
https://lichess.org/vbPUM24k#35,01sC6,TRUE,TRUE,advantage deflection fork long middlegame,bxa3 Qxa3+ Kd2 Nc4+ Ke2 Qxc3,0.65,
https://lichess.org/w25YxVgp#75,0251J,FALSE,FALSE,crushing discoveredAttack exposedKing long middlegame,Kh3 Rg3+ Kh2 Rxf3+ Kg1 Qxc1+,0.2,
https://lichess.org/L5rcgY2B/black#44,029M7,FALSE,FALSE,crushing interference long middlegame queensideAttack,Rd1 Qxa7+ Kc8 Qa8+ Kd7 Rxd1+,0.33,
https://lichess.org/iwM6UWir/black#82,02AXB,FALSE,FALSE,endgame exposedKing long mate mateIn3,Kh8 Qh6+ Kg8 Qf8+ Kh7 Ng5#,0.13,
https://lichess.org/CPZJpom8/black#68,02KsO,TRUE,TRUE,deflection mate mateIn4 middlegame veryLong,Nf6 Qd8+ Qe8 Qxf6 Re7 Qf8+ Qxf8 Rxf8#,0.68,
https://lichess.org/FQeb6mVH/black#36,02Qwi,TRUE,TRUE,advantage deflection kingsideAttack middlegame sacrifice veryLong,Ba6 Rxd7 Qxd7 Qe4 g6 Bxf7+ Rxf7 Qxa8+,0.62,
https://lichess.org/FH7vOzxx#61,02Ruw,FALSE,FALSE,advantage endgame fork intermezzo long,Bxe3 Qg3+ Kf1 Bxe3 Ke2 Qf2+,0.12,
https://lichess.org/y3EVfN91/black#66,02WUJ,FALSE,FALSE,advantage endgame long skewer,Bxe3 Bf8+ Kg5 Be7+ Kg4 Bxh4,0.26,
https://lichess.org/XwMMvTuU/black#70,02XIJ,FALSE,FALSE,advancedPawn advantage fork middlegame promotion veryLong,Qh3+ Kf2 Rf4 a8=Q+ Kg7 Qab7+ Ne7 Qe3 Rxf3+ Qxf3,0.15,
https://lichess.org/qZp4t5tw/black#62,02dIM,FALSE,FALSE,attraction long master mate mateIn3 middlegame sacrifice,Rb8 Qg7+ Kxg7 Rh7+ Kf8 Rxf7#,0.13,
https://lichess.org/F95NGxCG/black#44,02fjz,FALSE,FALSE,advantage defensiveMove discoveredAttack endgame long,Qb5+ Kg1 Rfe8 Bxh7+ Kg7 Qxb5,0.17,
https://lichess.org/UjBV4gUi#81,030s5,TRUE,TRUE,advantage deflection endgame long sacrifice,Bxf5+ Rxf5+ Rxf5 Re4+ Kf3 Kxf5,0.77,
https://lichess.org/zfCrg7lc#55,038JP,FALSE,TRUE,deflection discoveredAttack endgame equality long skewer,b3 Qg5 Qd2 Ne2+ Qxe2 Qxc1+,0.43,
https://lichess.org/6dNWKbFJ/black#40,03YO5,TRUE,TRUE,advantage deflection kingsideAttack long middlegame,Rxf7 Re8+ Kh7 Qxf7 Bh3 Qg8+,0.8,
https://lichess.org/IxvuqWXH#51,03Zog,TRUE,TRUE,advantage deflection doubleCheck exposedKing middlegame veryLong,Kc2 Qb3+ Kd3 Bc4+ Ke3 Bxc3 Bxc4 Bxd2+,0.64,
https://lichess.org/6VJTmQz4/black#46,03tkj,FALSE,TRUE,advantage deflection middlegame pin veryLong,Ra7 Bg5 Qf8 Bxf6 Qxf6 e5 dxe5 Qxc5,0.04,
https://lichess.org/2eX4oe37/black#76,03z2J,FALSE,TRUE,advantage attraction deflection endgame veryLong,Bf6 Bxf6 Kxf6 g5+ Ke7 Qxe5 Qa2 Qc7+,0.34,
https://lichess.org/pYEI4Qqf#49,040eY,TRUE,TRUE,crushing deflection endgame master veryLong,Qf5 Rf8 Qxf8 Qxe4 Qxc5 Qe2 h3 g3,0.67,
https://lichess.org/AQPzuvNM/black#52,044QL,TRUE,TRUE,crushing deflection long middlegame sacrifice,Bc8 Rxf7+ Rxf7 Ne8+ Kh6 Qxf7,0.85,
https://lichess.org/C1WyoFY1#49,04JuW,TRUE,TRUE,advancedPawn advantage deflection exposedKing fork middlegame veryLong,Qc2 a2+ Qxa2 Qxd3+ Qc2 Qxf3 R7g3 Qf4,0.77,
https://lichess.org/unnqh1mu/black#70,04Qwc,FALSE,TRUE,crushing deflection exposedKing interference middlegame veryLong,Rd6 Qh6+ Kg8 Qh7+ Kf8 Qh8+ Ke7 Qxg7+,0.096666667,
https://lichess.org/1aCuz3eI#49,04cPz,FALSE,TRUE,advantage deflection endgame veryLong,Rde1 Rh1+ Kg2 R8h2+ Kf3 g4+ Rxg4 Rxe1,0.14,
https://lichess.org/4AQFA751#49,04fDN,TRUE,TRUE,crushing deflection exposedKing kingsideAttack middlegame veryLong,hxg3 Qxg3+ Qg2 Qxe3+ Kh2 Rf4 Rxf4 Qxf4+,0.64,
https://lichess.org/QxtlkMJQ#69,04jW4,FALSE,TRUE,advantage deflection endgame veryLong,Kd1 Qd5+ Ke1 Qd2+ Kf1 Qd1+ Kg2 Qxe2+,0.01,
https://lichess.org/SNfg9Iv6/black#18,05Ba5,TRUE,TRUE,attackingF2F7 deflection long mate mateIn3 middlegame sacrifice,Nf6 Bc7+ Ke8 Nd6+ Qxd6 Qxf7#,0.87,
https://lichess.org/aOFhvyMh#85,05do2,FALSE,TRUE,advancedPawn advantage deflection endgame long promotion,Qb3 Bxf4+ Qxf4 d1=Q Qxd1 Qxd1,0.09,
https://lichess.org/HsgGpF14#129,05jtX,TRUE,TRUE,advancedPawn crushing deflection endgame long promotion rookEndgame,Kd2 Rd4+ Kc3 Rd6 Rxd6 e1=Q+,0.72,
https://lichess.org/oUV2jqqz/black#120,05vpY,TRUE,TRUE,advancedPawn crushing deflection endgame long promotion rookEndgame,Kd4 h7 Rh4 Rg4+ Rxg4 h8=Q+,0.74,
https://lichess.org/QWeHazBT#39,06OHy,FALSE,TRUE,advantage deflection long middlegame,b3 Rxc3 Qxc3 Qxe4 Qc6 Qxc6,0.15,
https://lichess.org/EJg2XQ01#67,06W48,FALSE,TRUE,crushing deflection endgame long master,Rf1 Bc4+ Bd3 Rh2+ Ke1 Bxd3,0.22,
https://lichess.org/WdOSPXDz/black#44,7400,FALSE,TRUE,crushing deflection interference kingsideAttack middlegame pin veryLong,Bf6 Nxf6+ Rxf6 Qh7+ Kf8 Qh8+ Ke7 Qxg7+,0.04,
https://lichess.org/o6gzcNIr#51,08UuA,FALSE,TRUE,crushing deflection endgame exposedKing fork sacrifice veryLong,Ne4 Rd3+ Ke2 Nxe4 Kxd3 Nf2+ Ke3 Nxh1,0.08,
https://lichess.org/HWeZvkYN/black#68,09Pnl,FALSE,TRUE,advantage clearance deflection long middlegame skewer,Qc7 Qxc7 Rxc7 Rb8+ Kd7 Rxf8,0.05,
https://lichess.org/PrHGJMLo#39,09Q4u,FALSE,TRUE,deflection exposedKing long mate mateIn3 middlegame sacrifice,bxc3 Rd1+ Kf2 Bc5+ Qxc5 Nxe4#,0.06,
https://lichess.org/AMLsvmKQ/black#32,0FihT,FALSE,TRUE,advantage deflection long middlegame,Rhe8 g4 Bxg4 Rxe4 Rxd3 Rxg4+,0.04,
https://lichess.org/z212nfCT/black#42,0IfeK,FALSE,TRUE,advantage deflection exposedKing long middlegame,Qxb4 Qxb4 cxb4 Bb6+ Ke7 Rxc8,0.09,
https://lichess.org/ik4YuJZM/black#46,0KfhL,FALSE,TRUE,advantage deflection long middlegame,Nxf3+ Qxf3 Qxf3 Rxe8+ Rxe8 gxf3,0.03,
https://lichess.org/JzPARLw1#53,0KzLJ,FALSE,TRUE,clearance deflection mate mateIn4 middlegame sacrifice veryLong,a7 Bxg3+ Kg1 Rf1+ Bxf1 Qf2+ Kh1 Qxf1#,0.07,
https://lichess.org/RXtgXieH#45,0U8Pd,FALSE,TRUE,crushing deflection endgame fork long,Qxd4 Qxf3+ Kg1 Bxe3+ Qxe3 Qxe3+,0.07,
https://lichess.org/3qGpvv8D/black#86,0W2bh,FALSE,TRUE,crushing deflection endgame veryLong,Rf1 Qxh7+ Kg5 Qh6+ Kf5 g4+ Ke4 Qxg6+ Ke3 Re8+,0.07,
https://lichess.org/W2e3G58D#83,0aMbT,FALSE,TRUE,crushing deflection fork middlegame sacrifice skewer veryLong,Qxa4 Qxf2+ Kb3 Qb2+ Kxc4 Qe2+ Kb3 Qd1+ Kb2 Qxa4,0.07,
https://lichess.org/cWIadrGF/black#52,0fPdg,FALSE,TRUE,crushing deflection endgame pin veryLong,Qc5 Nxd5+ cxd5 c3+ Kc4 b3+ Kd3 Qxc5,0.09,
https://lichess.org/99xjc5qO#85,0jg1I,FALSE,TRUE,advancedPawn crushing deflection endgame knightEndgame veryLong,Nf5 h3 gxh3 gxf3 Ng7 f2 Ne8+ Kd8,0.09,
https://lichess.org/n3YczkQ6#91,0pz9g,FALSE,TRUE,crushing deflection endgame fork master pin quietMove veryLong,Rf4 Qxe3+ Rf2 Bd4 Qd7+ Kh6 Qf5 Qe1+ Kh2 Qxf2 Qxf2 Bxf2,0.04,
https://lichess.org/PTpOFTU6/black#52,0qTM6,FALSE,TRUE,advantage deflection long middlegame sacrifice,Nxe4+ Qxe4 Rxe4 Rxh7 Rd4+ Bxd4,0,
